fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-06-01,UA,UA,UA,2264,UA,N596UA,2264,14771,SFO,"San Francisco, CA",10721,BOS,"Boston, MA",1630,1623,-7,29,1652,56,5,118,101,-17,0,,0,N,348,338,304,1,2704,,,,,,,,,
2018-06-01,UA,UA,UA,2224,UA,N73406,2224,12266,IAH,"Houston, TX",14635,RSW,"Fort Myers, FL",1435,1424,-11,17,1441,1730,5,1752,1735,-17,0,,0,N,137,131,109,1,861,,,,,,,,,
2018-06-01,UA,UA,UA,2069,UA,N77431,2069,11292,DEN,"Denver, CO",14635,RSW,"Fort Myers, FL",805,800,-5,16,816,1322,6,1340,1328,-12,0,,0,N,215,208,186,1,1607,,,,,,,,,
2018-06-01,UA,UA,UA,2051,UA,N494UA,2051,15304,TPA,"Tampa, FL",14771,SFO,"San Francisco, CA",805,802,-3,13,815,1033,28,1101,1101,0,0,,0,N,356,359,318,1,2393,,,,,,,,,
2018-06-01,UA,UA,UA,1943,UA,N493UA,1943,12266,IAH,"Houston, TX",14908,SNA,"Santa Ana, CA",1430,1429,-1,13,1442,1541,18,1601,1559,-2,0,,0,N,211,210,179,1,1346,,,,,,,,,
2018-06-01,UA,UA,UA,1884,UA,N75432,1884,12266,IAH,"Houston, TX",14057,PDX,"Portland, OR",1830,1826,-4,14,1840,2049,3,2101,2052,-9,0,,0,N,271,266,249,1,1825,,,,,,,,,
2018-06-01,UA,UA,UA,1719,UA,N39463,1719,10821,BWI,"Baltimore, MD",13930,ORD,"Chicago, IL",645,638,-7,14,652,728,10,750,738,-12,0,,0,N,125,120,96,1,622,,,,,,,,,
2018-06-01,UA,UA,UA,1526,UA,N512UA,1526,11618,EWR,"Newark, NJ",14771,SFO,"San Francisco, CA",2115,2117,2,60,2217,34,4,37,38,1,0,,0,N,382,381,317,1,2565,,,,,,,,,
2018-06-01,UA,UA,UA,1468,UA,N75426,1468,12266,IAH,"Houston, TX",10994,CHS,"Charleston, SC",1940,1933,-7,10,1943,2250,7,2317,2257,-20,0,,0,N,157,144,127,1,925,,,,,,,,,
2018-06-01,UA,UA,UA,1430,UA,N13113,1430,13830,OGG,"Kahului, HI",11292,DEN,"Denver, CO",2025,2020,-5,10,2030,637,4,702,641,-21,0,,0,N,397,381,367,1,3302,,,,,,,,,
2018-06-01,UA,UA,UA,1166,UA,N847UA,1166,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",800,854,54,35,929,1206,4,1108,1210,62,0,,0,N,128,136,97,1,733,0,0,62,0,0,,,,
2018-06-01,UA,UA,UA,1107,UA,N474UA,1107,15304,TPA,"Tampa, FL",12266,IAH,"Houston, TX",1201,1154,-7,12,1206,1254,6,1324,1300,-24,0,,0,N,143,126,108,1,787,,,,,,,,,
2018-06-01,UA,UA,UA,1078,UA,N815UA,1078,10721,BOS,"Boston, MA",11618,EWR,"Newark, NJ",547,538,-9,14,552,638,9,700,647,-13,0,,0,N,73,69,46,1,200,,,,,,,,,
2018-06-01,UA,UA,UA,1011,UA,N37413,1011,12266,IAH,"Houston, TX",11433,DTW,"Detroit, MI",1000,954,-6,17,1011,1329,7,1354,1336,-18,0,,0,N,174,162,138,1,1075,,,,,,,,,
2018-06-01,UA,UA_CODESHARE,UA,4990,C5,N11194,4990,14321,PWM,"Portland, ME",11618,EWR,"Newark, NJ",1655,1808,73,9,1817,1917,12,1837,1929,52,0,,0,N,102,81,60,1,284,0,0,52,0,0,,,,
2018-06-01,UA,UA_CODESHARE,UA,4948,C5,N11187,4948,11618,EWR,"Newark, NJ",12264,IAD,"Washington, DC",1705,1751,46,43,1834,1915,5,1844,1920,36,0,,0,N,99,89,41,1,212,9,0,0,0,27,,,,
2018-06-01,UA,UA_CODESHARE,UA,4750,AX,N11119,4750,12896,LBB,"Lubbock, TX",11292,DEN,"Denver, CO",805,756,-9,23,819,826,6,838,832,-6,0,,0,N,93,96,67,1,456,,,,,,,,,
2018-06-01,UA,UA_CODESHARE,UA,3939,ZW,N463AW,3939,13930,ORD,"Chicago, IL",12339,IND,"Indianapolis, IN",1757,1805,8,19,1824,2004,3,2006,2007,1,0,,0,N,69,62,40,1,177,,,,,,,,,
2018-06-01,UA,UA_CODESHARE,UA,3905,ZW,N458AW,3905,12264,IAD,"Washington, DC",11996,GSP,"Greer, SC",825,818,-7,20,838,939,16,955,955,0,0,,0,N,90,97,61,1,384,,,,,,,,,
2018-06-01,UA,UA_CODESHARE,UA,3904,ZW,N412AW,3904,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",1035,1112,37,27,1139,1112,12,1038,1124,46,0,,0,N,63,72,33,1,137,0,0,9,0,37,,,,
2018-06-01,UA,UA_CODESHARE,UA,3794,ZW,N427ZW,3794,10408,ATW,"Appleton, WI",13930,ORD,"Chicago, IL",1155,1328,93,20,1348,1425,16,1301,1441,100,0,,0,N,66,73,37,1,160,0,0,7,0,93,,,,
2018-06-01,DL,DL,DL,16,DL,N878DN,16,12889,LAS,"Las Vegas, NV",11433,DTW,"Detroit, MI",950,945,-5,13,958,1624,7,1649,1631,-18,0,,0,N,239,226,206,1,1749,,,,,,,,,
2018-06-01,DL,DL,DL,458,DL,N176DZ,458,12478,JFK,"New York, NY",12892,LAX,"Los Angeles, CA",1355,1353,-2,21,1414,1632,7,1701,1639,-22,0,,0,N,366,346,318,1,2475,,,,,,,,,
2018-06-01,DL,DL,DL,715,DL,N6714Q,715,10397,ATL,"Atlanta, GA",14057,PDX,"Portland, OR",821,817,-4,30,847,1032,9,1023,1041,18,0,,0,N,302,324,285,1,2172,0,0,18,0,0,,,,
2018-06-01,DL,DL,DL,792,DL,N954DL,792,10980,CHA,"Chattanooga, TN",10397,ATL,"Atlanta, GA",1543,1814,151,18,1832,1858,9,1638,1907,149,0,,0,N,55,53,26,1,106,0,0,79,0,70,,,,
2018-06-01,DL,DL,DL,793,DL,N906DE,793,13422,MOB,"Mobile, AL",10397,ATL,"Atlanta, GA",715,709,-6,14,723,916,9,925,925,0,0,,0,N,70,76,53,1,302,,,,,,,,,
2018-06-01,DL,DL,DL,920,DL,N916DL,920,10397,ATL,"Atlanta, GA",13244,MEM,"Memphis, TN",1101,1128,27,12,1140,1131,3,1117,1134,17,0,,0,N,76,66,51,1,332,17,0,0,0,0,,,,
2018-06-01,DL,DL,DL,943,DL,N355NW,943,13487,MSP,"Minneapolis, MN",14893,SMF,"Sacramento, CA",1125,1331,126,11,1342,1504,7,1308,1511,123,0,,0,N,223,220,202,1,1517,123,0,0,0,0,,,,
2018-06-01,DL,DL,DL,1131,DL,N319NB,1131,14747,SEA,"Seattle, WA",13342,MKE,"Milwaukee, WI",1710,1708,-2,16,1724,2254,3,2259,2257,-2,0,,0,N,229,229,210,1,1694,,,,,,,,,
2018-06-01,DL,DL,DL,1133,DL,N859DN,1133,11697,FLL,"Fort Lauderdale, FL",14869,SLC,"Salt Lake City, UT",710,709,-1,12,721,948,14,1018,1002,-16,0,,0,N,308,293,267,1,2084,,,,,,,,,
2018-06-01,DL,DL,DL,1167,DL,N301DV,1167,14635,RSW,"Fort Myers, FL",10397,ATL,"Atlanta, GA",545,542,-3,9,551,706,9,723,715,-8,0,,0,N,98,93,75,1,515,,,,,,,,,
2018-06-01,DL,DL,DL,1182,DL,N338NW,1182,12953,LGA,"New York, NY",13495,MSY,"New Orleans, LA",1335,1333,-2,31,1404,1534,4,1555,1538,-17,0,,0,N,200,185,150,1,1183,,,,,,,,,
2018-06-01,DL,DL,DL,1229,DL,N6711M,1229,10397,ATL,"Atlanta, GA",14027,PBI,"West Palm Beach/Palm Beach, FL",2249,15,86,15,30,146,3,32,149,77,0,,0,N,103,94,76,1,545,64,0,0,0,13,,,,
2018-06-01,DL,DL,DL,1287,DL,N6712B,1287,11697,FLL,"Fort Lauderdale, FL",11433,DTW,"Detroit, MI",800,756,-4,11,807,1026,8,1056,1034,-22,0,,0,N,176,158,139,1,1127,,,,,,,,,
2018-06-01,DL,DL,DL,1430,DL,N339DN,1430,14679,SAN,"San Diego, CA",10397,ATL,"Atlanta, GA",1405,1511,66,17,1528,2228,13,2117,2241,84,0,,0,N,252,270,240,1,1892,0,0,84,0,0,,,,
2018-06-01,DL,DL,DL,1439,DL,N329NW,1439,12191,HOU,"Houston, TX",10397,ATL,"Atlanta, GA",640,636,-4,12,648,926,5,934,931,-3,0,,0,N,114,115,98,1,696,,,,,,,,,
2018-06-01,DL,DL,DL,1645,DL,N914DN,1645,11292,DEN,"Denver, CO",11433,DTW,"Detroit, MI",1415,1418,3,27,1445,1923,7,1909,1930,21,0,,0,N,174,192,158,1,1123,0,0,21,0,0,,,,
2018-06-01,DL,DL,DL,1646,DL,N954DL,1646,11066,CMH,"Columbus, OH",10397,ATL,"Atlanta, GA",1845,2227,222,20,2247,2353,14,2027,7,220,0,,0,N,102,100,66,1,447,0,0,0,0,220,,,,
2018-06-01,DL,DL,DL,1713,DL,N812DN,1713,13487,MSP,"Minneapolis, MN",13342,MKE,"Milwaukee, WI",1530,1526,-4,21,1547,1630,4,1640,1634,-6,0,,0,N,70,68,43,1,297,,,,,,,,,
2018-06-01,DL,DL,DL,1775,DL,N592NW,1775,14771,SFO,"San Francisco, CA",10397,ATL,"Atlanta, GA",2310,123,133,12,135,840,10,645,850,125,0,,0,N,275,267,245,1,2139,125,0,0,0,0,,,,
2018-06-01,DL,DL,DL,1779,DL,N320DN,1779,10397,ATL,"Atlanta, GA",14869,SLC,"Salt Lake City, UT",1418,2102,404,14,2116,2300,13,1620,2313,413,0,,0,N,242,251,224,1,1590,0,0,9,0,404,1435.0,131,131,
2018-06-01,DL,DL,DL,1872,DL,N844DN,1872,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",630,630,0,10,640,746,7,800,753,-7,0,,0,N,90,83,66,1,406,,,,,,,,,
2018-06-01,DL,DL,DL,1914,DL,N336DX,1914,12953,LGA,"New York, NY",10397,ATL,"Atlanta, GA",1300,1312,12,24,1336,1751,8,1527,1759,,0,,1,N,147,,,1,762,,,,,,,,,
2018-06-01,DL,DL,DL,2019,DL,N37700,2019,14869,SLC,"Salt Lake City, UT",11298,DFW,"Dallas/Fort Worth, TX",945,941,-4,10,951,1248,9,1326,1257,-29,0,,0,N,161,136,117,1,989,,,,,,,,,
2018-06-01,DL,DL,DL,2081,DL,N698DL,2081,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1631,1626,-5,92,1758,1900,13,1756,1913,77,0,,0,N,85,167,62,1,406,0,0,77,0,0,,,,
2018-06-01,DL,DL,DL,2129,DL,N920DN,2129,14576,ROC,"Rochester, NY",10397,ATL,"Atlanta, GA",605,604,-1,10,614,751,3,811,754,-17,0,,0,N,126,110,97,1,749,,,,,,,,,
2018-06-01,DL,DL,DL,2173,DL,N822DN,2173,12892,LAX,"Los Angeles, CA",13487,MSP,"Minneapolis, MN",1106,1104,-2,19,1123,1619,3,1643,1622,-21,0,,0,N,217,198,176,1,1535,,,,,,,,,
2018-06-01,DL,DL,DL,2195,DL,N332DN,2195,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",2255,7,72,14,21,120,5,22,125,63,0,,0,N,87,78,59,1,404,0,4,0,0,59,,,,
2018-06-01,DL,DL,DL,2246,DL,N3760C,2246,12478,JFK,"New York, NY",14679,SAN,"San Diego, CA",1657,1656,-1,16,1712,1932,3,2005,1935,-30,0,,0,N,368,339,320,1,2446,,,,,,,,,
2018-06-01,DL,DL,DL,2308,DL,N911DA,2308,13303,MIA,"Miami, FL",11433,DTW,"Detroit, MI",1600,1559,-1,14,1613,1916,7,1919,1923,4,0,,0,N,199,204,183,1,1145,,,,,,,,,
2018-06-01,DL,DL,DL,2337,DL,N936DL,2337,10397,ATL,"Atlanta, GA",11267,DAY,"Dayton, OH",1624,1842,138,12,1854,2000,5,1754,2005,131,0,,0,N,90,83,66,1,432,0,131,0,0,0,,,,
2018-06-01,DL,DL_CODESHARE,DL,3300,9E,N8908D,3300,11953,GNV,"Gainesville, FL",10397,ATL,"Atlanta, GA",1527,1824,177,13,1837,1945,17,1647,2002,195,0,,0,N,80,98,68,1,300,0,160,18,0,17,,,,
2018-06-01,DL,DL_CODESHARE,DL,3387,9E,N8986B,3387,10397,ATL,"Atlanta, GA",13277,MGM,"Montgomery, AL",2336,4,28,15,19,2348,5,2334,2353,19,0,,0,N,58,49,29,1,147,0,14,0,0,5,,,,
2018-06-01,B6,B6,B6,126,B6,N198JB,126,10821,BWI,"Baltimore, MD",10721,BOS,"Boston, MA",1334,1329,-5,9,1338,1438,3,1500,1441,-19,0,,0,N,86,72,60,1,369,,,,,,,,,
2018-06-01,B6,B6,B6,2918,B6,N324JB,2918,12478,JFK,"New York, NY",10721,BOS,"Boston, MA",1337,1332,-5,9,1341,1426,9,1502,1435,-27,0,,0,N,85,63,45,1,187,,,,,,,,,
2018-06-01,G4,G4,G4,849,G4,226NV,849,14524,RIC,"Richmond, VA",14112,PIE,"St. Petersburg, FL",2113,2113,0,16,2129,2317,5,2315,2322,7,0,,0,N,122,129,108,1,731,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,3837,MQ,N689EC,3837,13930,ORD,"Chicago, IL",14783,SGF,"Springfield, MO",1705,1701,-4,9,1710,1816,5,1842,1821,-21,0,,0,N,97,80,66,1,438,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,3878,MQ,N645AE,3878,12478,JFK,"New York, NY",14100,PHL,"Philadelphia, PA",1245,1240,-5,16,1256,1326,12,1353,1338,-15,0,,0,N,68,58,30,1,94,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,3920,MQ,N654AE,3920,13930,ORD,"Chicago, IL",11996,GSP,"Greer, SC",1510,1511,1,23,1534,1757,3,1800,1800,0,0,,0,N,110,109,83,1,577,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,3926,MQ,N846AE,3926,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",1618,,,,,,,1826,,,1,B,0,N,128,,,1,502,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,3944,MQ,N826AE,3944,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",1305,1318,13,28,1346,1512,11,1511,1523,12,0,,0,N,126,125,86,1,502,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,4002,MQ,N222NS,4002,14122,PIT,"Pittsburgh, PA",13930,ORD,"Chicago, IL",1820,1946,86,16,2002,2019,29,1909,2048,99,0,,0,N,109,122,77,1,413,0,0,13,0,86,,,,
2018-06-01,AA,AA_CODESHARE,AA,5241,OH,N244PS,5241,11612,EVV,"Evansville, IN",11057,CLT,"Charlotte, NC",607,602,-5,17,619,826,24,850,850,0,0,,0,N,103,108,67,1,414,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,5289,OH,N549NN,5289,11057,CLT,"Charlotte, NC",14492,RDU,"Raleigh/Durham, NC",1255,1253,-2,12,1305,1337,2,1348,1339,-9,0,,0,N,53,46,32,1,130,,,,,,,,,
2018-06-01,WN,WN,WN,330,WN,N210WN,330,15016,STL,"St. Louis, MO",13232,MDW,"Chicago, IL",2025,2020,-5,12,2032,2115,4,2125,2119,-6,0,,0,N,60,59,43,1,251,,,,,,,,,
2018-06-01,AA,AA,AA,2464,AA,N809NN,2464,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",1741,1750,9,15,1805,1845,10,1855,1855,0,0,,0,N,74,65,40,1,192,,,,,,,,,
2018-06-01,AA,AA,AA,2507,AA,N119NN,2507,12892,LAX,"Los Angeles, CA",10721,BOS,"Boston, MA",2120,2116,-4,14,2130,531,4,603,535,-28,0,,0,N,343,319,301,1,2611,,,,,,,,,
2018-06-01,AA,AA,AA,414,AA,N673AW,414,11433,DTW,"Detroit, MI",14107,PHX,"Phoenix, AZ",740,812,32,16,828,918,18,917,936,19,0,,0,N,277,264,230,1,1671,19,0,0,0,0,,,,
2018-06-01,AA,AA,AA,444,AA,N751UW,444,14492,RDU,"Raleigh/Durham, NC",11057,CLT,"Charlotte, NC",1615,1926,191,73,2039,2117,17,1720,2134,254,0,,0,N,65,128,38,1,130,191,0,63,0,0,1626.0,89,89,
2018-06-01,AA,AA,AA,1633,AA,N714US,1633,12451,JAX,"Jacksonville, FL",11057,CLT,"Charlotte, NC",1351,1355,4,9,1404,1502,9,1518,1511,-7,0,,0,N,87,76,58,1,328,,,,,,,,,
2018-06-01,AA,AA,AA,2304,AA,N947NN,2304,11298,DFW,"Dallas/Fort Worth, TX",12339,IND,"Indianapolis, IN",1825,1827,2,13,1840,2124,4,2138,2128,-10,0,,0,N,133,121,104,1,761,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,5894,YV,N911FJ,5894,13891,ONT,"Ontario, CA",14107,PHX,"Phoenix, AZ",1915,1905,-10,10,1915,2010,6,2030,2016,-14,0,,0,N,75,71,55,1,325,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,4630,YX,N133HQ,4630,11278,DCA,"Washington, DC",10693,BNA,"Nashville, TN",840,835,-5,16,851,916,6,943,922,-21,0,,0,N,123,107,85,1,562,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,4696,YX,N444YX,4696,11066,CMH,"Columbus, OH",11278,DCA,"Washington, DC",1600,1602,2,12,1614,1704,7,1724,1711,-13,0,,0,N,84,69,50,1,323,,,,,,,,,
2018-06-01,DL,DL_CODESHARE,DL,5816,CP,N635CZ,5816,14747,SEA,"Seattle, WA",14908,SNA,"Santa Ana, CA",1850,1843,-7,13,1856,2104,7,2137,2111,-26,0,,0,N,167,148,128,1,978,,,,,,,,,
2018-06-01,DL,DL_CODESHARE,DL,5823,CP,N621CZ,5823,14831,SJC,"San Jose, CA",12889,LAS,"Las Vegas, NV",1215,1205,-10,11,1216,1320,8,1347,1328,-19,0,,0,N,92,83,64,1,386,,,,,,,,,
2018-06-01,DL,DL_CODESHARE,DL,6229,G7,N653CA,6229,13487,MSP,"Minneapolis, MN",14730,SDF,"Louisville, KY",2025,2122,57,16,2138,2357,9,2322,6,44,0,,0,N,117,104,79,1,604,42,0,0,0,2,,,,
2018-06-01,DL,DL_CODESHARE,DL,5127,9E,N319PQ,5127,15919,XNA,"Fayetteville, AR",10397,ATL,"Atlanta, GA",1940,2341,241,18,2359,217,5,2230,222,232,0,,0,N,110,101,78,1,589,0,0,0,0,232,,,,
2018-06-01,B6,B6,B6,445,B6,N228JB,445,15070,SWF,"Newburgh/Poughkeepsie, NY",13204,MCO,"Orlando, FL",1815,1847,32,15,1902,2116,5,2105,2121,16,0,,0,N,170,154,134,1,989,16,0,0,0,0,,,,
2018-06-01,UA,UA_CODESHARE,UA,4420,EV,N15912,4420,11618,EWR,"Newark, NJ",10821,BWI,"Baltimore, MD",1418,1434,16,21,1455,1530,9,1535,1539,4,0,,0,N,77,65,35,1,169,,,,,,,,,
2018-06-01,DL,DL_CODESHARE,DL,5531,EV,N761ND,5531,10397,ATL,"Atlanta, GA",15919,XNA,"Fayetteville, AR",1535,1633,58,55,1728,1751,67,1635,1858,143,0,,0,N,120,205,83,1,589,58,0,85,0,0,,,,
2018-06-01,DL,DL_CODESHARE,DL,5552,EV,N744EV,5552,10397,ATL,"Atlanta, GA",11624,EYW,"Key West, FL",1735,2022,167,21,2043,2209,3,1930,2212,162,0,,0,N,115,110,86,1,646,162,0,0,0,0,,,,
2018-06-01,AA,AA_CODESHARE,AA,2894,EV,N603QX,2894,11298,DFW,"Dallas/Fort Worth, TX",13290,MHK,"Manhattan/Ft. Riley, KS",1610,1614,4,21,1635,1738,2,1735,1740,5,0,,0,N,85,86,63,1,431,,,,,,,,,
2018-06-01,HA,HA,HA,211,HA,N484HA,211,13830,OGG,"Kahului, HI",12982,LIH,"Lihue, HI",1051,1103,12,6,1109,1143,4,1139,1147,8,0,,0,N,48,44,34,1,201,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,3745,MQ,N674RJ,3745,13930,ORD,"Chicago, IL",11067,CMI,"Champaign/Urbana, IL",1329,1327,-2,19,1346,1411,4,1420,1415,-5,0,,0,N,51,48,25,1,135,,,,,,,,,
2018-06-01,NK,NK,NK,711,NK,N603NK,711,11433,DTW,"Detroit, MI",12889,LAS,"Las Vegas, NV",1937,2234,177,18,2252,2337,7,2057,2344,167,0,,0,N,260,250,225,1,1749,0,0,167,0,0,,,,
2018-06-01,NK,NK,NK,721,NK,N534NK,721,14122,PIT,"Pittsburgh, PA",13204,MCO,"Orlando, FL",725,711,-14,12,723,910,26,942,936,-6,0,,0,N,137,145,107,1,834,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,5614,OH,N537EA,5614,11057,CLT,"Charlotte, NC",10980,CHA,"Chattanooga, TN",1820,1822,2,68,1930,2010,15,1938,2025,47,0,,0,N,78,123,40,1,241,2,0,45,0,0,,,,
2018-06-01,AA,AA,AA,1785,AA,N179UW,1785,11292,DEN,"Denver, CO",11057,CLT,"Charlotte, NC",807,802,-5,29,831,1311,14,1324,1325,1,0,,0,N,197,203,160,1,1337,,,,,,,,,
2018-06-01,AA,AA,AA,2694,AA,N162AA,2694,10423,AUS,"Austin, TX",11298,DFW,"Dallas/Fort Worth, TX",615,610,-5,13,623,704,11,723,715,-8,0,,0,N,68,65,41,1,190,,,,,,,,,
2018-06-01,AA,AA,AA,2724,AA,N853NN,2724,10721,BOS,"Boston, MA",11057,CLT,"Charlotte, NC",1905,1915,10,32,1947,2137,22,2134,2159,25,0,,0,N,149,164,110,1,728,10,0,15,0,0,,,,
2018-06-01,AA,AA_CODESHARE,AA,6050,CP,N204NN,6050,12892,LAX,"Los Angeles, CA",14869,SLC,"Salt Lake City, UT",832,826,-6,19,845,1107,23,1128,1130,2,0,,0,N,116,124,82,1,590,,,,,,,,,
2018-06-01,UA,UA_CODESHARE,UA,6006,YV,N86334,6006,12266,IAH,"Houston, TX",14869,SLC,"Salt Lake City, UT",2145,2148,3,14,2202,2355,4,13,2359,-14,0,,0,N,208,191,173,1,1195,,,,,,,,,
2018-06-01,UA,UA_CODESHARE,UA,6030,YV,N522LR,6030,12264,IAD,"Washington, DC",10792,BUF,"Buffalo, NY",2220,2227,7,49,2316,23,4,2341,27,46,0,,0,N,81,120,67,1,283,0,46,0,0,0,,,,
2018-06-01,F9,F9,F9,1360,F9,,1360,10423,AUS,"Austin, TX",13487,MSP,"Minneapolis, MN",714,,,,,,,1001,,,1,A,0,N,167,,,1,1042,,,,,,,,,
2018-06-01,F9,F9,F9,1178,F9,N205FR,1178,11193,CVG,"Cincinnati, OH",10397,ATL,"Atlanta, GA",2020,2148,88,10,2158,2302,22,2154,2324,90,0,,0,N,94,96,64,1,373,77,0,2,0,11,,,,
2018-06-01,F9,F9,F9,156,F9,N210FR,156,11292,DEN,"Denver, CO",11423,DSM,"Des Moines, IA",1624,1705,41,10,1715,1928,6,1909,1934,25,0,,0,N,105,89,73,1,589,6,0,19,0,0,,,,
2018-06-01,F9,F9,F9,858,F9,N227FR,858,12451,JAX,"Jacksonville, FL",14100,PHL,"Philadelphia, PA",2119,2117,-2,16,2133,2319,9,2332,2328,-4,0,,0,N,133,131,106,1,742,,,,,,,,,
2018-06-01,F9,F9,F9,1977,F9,N235FR,1977,12339,IND,"Indianapolis, IN",12889,LAS,"Las Vegas, NV",1433,1426,-7,14,1440,1512,8,1538,1520,-18,0,,0,N,245,234,212,1,1590,,,,,,,,,
2018-06-01,F9,F9,F9,1121,F9,N238FR,1121,11193,CVG,"Cincinnati, OH",12889,LAS,"Las Vegas, NV",1904,1858,-6,14,1912,2004,9,2020,2013,-7,0,,0,N,256,255,232,1,1678,,,,,,,,,
2018-06-01,F9,F9,F9,982,F9,N715FR,982,13244,MEM,"Memphis, TN",13204,MCO,"Orlando, FL",1956,1949,-7,11,2000,2232,9,2301,2241,-20,0,,0,N,125,112,92,1,684,,,,,,,,,
2018-06-01,UA,UA,UA,799,UA,N437UA,799,12889,LAS,"Las Vegas, NV",14771,SFO,"San Francisco, CA",1000,954,-6,15,1009,1115,16,1147,1131,-16,0,,0,N,107,97,66,1,414,,,,,,,,,
2018-06-01,UA,UA,UA,737,UA,N68843,737,11292,DEN,"Denver, CO",14771,SFO,"San Francisco, CA",1730,1726,-4,10,1736,1844,10,1917,1854,-23,0,,0,N,167,148,128,1,967,,,,,,,,,
2018-06-01,UA,UA,UA,665,UA,N38467,665,11618,EWR,"Newark, NJ",12889,LAS,"Las Vegas, NV",2015,2112,57,58,2210,2347,5,2248,2352,64,0,,0,N,333,340,277,1,2227,0,0,7,0,57,,,,
2018-06-01,UA,UA,UA,543,UA,N76529,543,11618,EWR,"Newark, NJ",13204,MCO,"Orlando, FL",950,1007,17,19,1026,1230,6,1232,1236,4,0,,0,N,162,149,124,1,937,,,,,,,,,
2018-06-01,UA,UA,UA,464,UA,N18112,464,11618,EWR,"Newark, NJ",13204,MCO,"Orlando, FL",830,815,-15,38,853,1055,4,1121,1059,-22,0,,0,N,171,164,122,1,937,,,,,,,,,
2018-06-01,UA,UA,UA,264,UA,N47414,264,14771,SFO,"San Francisco, CA",12266,IAH,"Houston, TX",1440,1438,-2,19,1457,2020,5,2025,2025,0,0,,0,N,225,227,203,1,1635,,,,,,,,,
2018-06-01,UA,UA,UA,257,UA,N38479,257,13204,MCO,"Orlando, FL",11292,DEN,"Denver, CO",1616,1612,-4,13,1625,1750,5,1819,1755,-24,0,,0,N,243,223,205,1,1546,,,,,,,,,
2018-06-01,UA,UA,UA,252,UA,N769UA,252,12173,HNL,"Honolulu, HI",12266,IAH,"Houston, TX",1930,1929,-1,20,1949,801,14,806,815,9,0,,0,N,456,466,432,1,3904,,,,,,,,,
2018-06-01,UA,UA,UA,241,UA,N68823,241,11618,EWR,"Newark, NJ",10397,ATL,"Atlanta, GA",605,602,-3,26,628,807,8,829,815,-14,0,,0,N,144,133,99,1,746,,,,,,,,,
2018-06-01,DL,DL,DL,2420,DL,N921DL,2420,10529,BDL,"Hartford, CT",11433,DTW,"Detroit, MI",1630,1628,-2,10,1638,1805,7,1828,1812,-16,0,,0,N,118,104,87,1,549,,,,,,,,,
2018-06-01,DL,DL,DL,2760,DL,N344NW,2760,11697,FLL,"Fort Lauderdale, FL",12953,LGA,"New York, NY",915,939,24,20,959,1220,10,1211,1230,19,0,,0,N,176,171,141,1,1076,0,0,19,0,0,,,,
2018-06-01,DL,DL,DL,2775,DL,N326US,2775,12953,LGA,"New York, NY",11697,FLL,"Fort Lauderdale, FL",1940,1958,18,21,2019,2244,3,2254,2247,-7,0,,0,N,194,169,145,1,1076,,,,,,,,,
2018-06-01,DL,DL,DL,2847,DL,N942DL,2847,12266,IAH,"Houston, TX",10397,ATL,"Atlanta, GA",705,703,-2,11,714,952,11,1003,1003,0,0,,0,N,118,120,98,1,689,,,,,,,,,
2018-06-01,DL,DL,DL,2897,DL,N944DN,2897,14122,PIT,"Pittsburgh, PA",13487,MSP,"Minneapolis, MN",630,625,-5,14,639,720,3,740,723,-17,0,,0,N,130,118,101,1,726,,,,,,,,,
2018-06-01,DL,DL,DL,2942,DL,N3732J,2942,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1532,1528,-4,15,1543,1634,4,1700,1638,-22,0,,0,N,88,70,51,1,337,,,,,,,,,
